id,неделя,слот,бренд,канал,формат,рубрика,идея,хук,цель,статус,ссылка,ответственный,ситуатив,картинка,текст,тип медиа,alt,дата публикации,доп ссылка
w28-mon-g,28,Пн,G,IG/VK,Reels,До/после,NERO: пустой угол → лофт-точка,«Пустой угол в коридоре. Теперь смотри»,охват,план,,SMM,нет,,"Пустой угол в коридоре. Теперь смотри.

До: 1,8 м² мёртвой стены без функции.
После: зеркало EVELIX S 104x54 см в покрытии NERO - RAL 9005 муар, порошковая покраска, монтаж за 40 минут.

Что изменилось физически: появился свет от LED 3000K по периметру, коридор зрительно вырос на 30 см в глубину. Что изменилось по ощущению - лучше в ролике.

NERO в наличии на складе Домодедово. Доставка по Москве 1-3 рабочих дня.

--> Подбери зеркало под свой метраж: ссылка в шапке профиля.

#genglass #зеркалолофт #NEROпалитра #EVELIX #коридордо_после #зеркаловинтерьере #монтаж40минут #домодедово

Сценарий (Reels, ~25 сек):
0-2с: статичный кадр - пустой угол, серая стена, холодный свет. Тишина. Надпись на экране: «ДО» (белый шрифт, нижний левый угол).
3-6с: резкий cut - руки монтажника прикладывают раму EVELIX S к стене. Кадр с уровнем, засечка карандашом.
7-12с: таймлапс монтажа - 40 секунд в 4 сек. Звук: сухие удары перфоратора, затем тишина.
13-18с: медленный панорамный наезд на зеркало в профиль. LED 3000K включается - тёплая обводка по периметру. Надпись: «ПОСЛЕ».
19-22с: съёмка через зеркало - отражение коридора, визуальная глубина. Палитра NERO матовый чёрный держит кадр.
23-25с: стоп-кадр с текстом «EVELIX S / NERO / склад Домодедово / доставка 1-3 дня». Тип аудио: ambient низкочастотный фон без слов, fade-out на финале.
В кадре: EVELIX S 104x54 / NERO RAL 9005 муар / коридор-лофт / угловой монтаж / свет 3000K тёплый",video,Зеркало EVELIX S в матовом чёрном NERO на фоне кирпичной стены,06.07.2026,
w28-tue-v,28,Вт,V,IG/VK,Reels макро,Материал крупно,Onyx Miele backlit: живой свет изнутри,"«Камень, который светится сам по себе»",охват целевой,план,,SMM,нет,,"Камень, который светится сам по себе.

Onyx Miele. Медовый оникс. Полупрозрачный - это не метафора, это физика материала.
Backlit-отделка: источник света за плитой. Прожилки проявляются как вены на просвет.

Так работает каждое изделие VALONTI из этого камня - authored piece, Богдан делает каждое вручную. Толщина стенки, угол подсветки, стыки - всё рассчитывается под конкретный объект.

Если работаете с жилым или коммерческим проектом, где нужен backlit-камень: пришлите ТЗ в личку, вышлем спеку и образец.

#valonti #onyxmiele #backlit #архитектурныйкамень #дизайнинтерьера #авторскиеизделия #оникс #дизайнер2026

Сценарий (Reels, ~20 сек):
0-2с: полная темнота. Медленно нарастает тёплый свет снизу кадра.
3-7с: макро оникса Onyx Miele в режиме backlit. Камера дрейфует вдоль прожилок - медленный слайд-движение 2 мм/сек. Видна структура: золотисто-медовые полосы, молочные облака.
8-13с: отдаление - видна форма изделия (фрагмент столешницы или панели). Свет идёт сзади, края тёплые.
14-17с: съёмка пальцем, который касается поверхности. Прожилки под рукой. Звук: тихий перезвон - резонанс пальца о камень (запись ASMR).
18-20с: стоп-кадр. Текст: «Onyx Miele / backlit / VALONTI / образец по запросу». Тип аудио: ASMR-резонанс + тихий ambient, без слов.
В кадре: Onyx Miele слэб / backlit подсветка тёплая / макро-движение вдоль прожилки / тёмный фон студии",video,"Макросъёмка оникса Onyx Miele с подсветкой backlit, медовые прожилки на просвет",07.07.2026,
w28-wed-g,28,Ср,G,IG/VK,карусель,Сколько стоит на самом деле,Стол TRUBIS: что входит в цену,«Почему столы TRUBIS стоят столько?»,сохранения,план,,SMM,нет,,"Почему столы TRUBIS стоят столько?

Часто спрашивают: «За что цена?» Разобрали по слайдам - без воды, только производственные цифры.

Сохрани, чтобы вернуться при выборе обеденного стола.

--> Рассчитать комплект со скидкой 8-12%: ссылка в шапке профиля.

#genglass #TRUBISстол #обеденныйстол #металлмебель #OROпалитра #ценаиз_чего #производствомебели #домодедово

Сценарий (карусель, 7 слайдов):
Слайд 1: Фото стола TRUBIS L100 ORO в 3/4. Надпись крупно: «Из чего складывается цена стола TRUBIS». Подпись мелко: «Производство Домодедово, 16 000 м²».
Слайд 2: Крупно каннелированные основания - вертикальные рёбра, порошковая покраска. Надпись: «Основание: сталь + порошковая покраска RAL. Каннелюры фрезеруются вручную - 4 ч на одну ногу».
Слайд 3: Фото раскроя металла на производстве. Надпись: «Металл: листовая сталь 3-5 мм. Раскрой на ЧПУ, сварка - 8 сварочных точек на соединение».
Слайд 4: Палитра ORO (золотой муар BS002) крупно, видна текстура муара. Надпись: «Покрытие ORO: муар BS002. Наносится в 3 слоя, полимеризация 180°C. Держит царапины и перепады влажности».
Слайд 5: Таблица размеров - L90 (90x90x75 см), L100, L110, Oval120-200, R Max раздвижной. Надпись: «5 размеров в линейке. Oval и R Max - на заказ 10-15 рабочих дней».
Слайд 6: Упаковка стола на складе. Надпись: «Склад Домодедово. Стандартные размеры: отгрузка за 1-3 рабочих дня. MTO: 10-15 рабочих дней».
Слайд 7: Комплект «Столовая группа» - стол + зеркало RAUNTEL ORO. Надпись: «Комплект Столовая группа - скидка 8-12%. Считаем для вашего метража за 30 минут». Стрелка и CTA.
В кадре: TRUBIS L100 / ORO муар BS002 / студийный свет сверху / белый фон / ракурс 3/4",carousel,"Стол TRUBIS L100 в палитре ORO на белом фоне, видны каннелированные основания крупно",08.07.2026,
w28-thu-v,28,Чт,V,IG/VK,длинное,Рождение изделия,Богдан: от слэба до столешницы,"«Богдан берёт слэб. Смотри, что дальше»",доверие,план,,Богдан,нет,,"Богдан берёт слэб. Смотри, что дальше.

Nero Marquina - чёрный с белой прожилкой. Каждый слэб не похож на соседний: ширина прожилки, угол входа в камень, плотность рисунка - всё разное.

Первый шаг - читаю камень. Нахожу доминирующую прожилку и строю форму изделия от неё, а не наоборот. Если прожилка входит под 40° - значит, стык идёт туда. Если рисунок симметричный - думаю о миттельфуге.

Этот слэб пошёл на консольную столешницу под раковину. Размер: 1200x500 мм, толщина 20 мм, отделка honed (матовый). Металл - латунь PVD brushed, ножки 40x40 мм.

От первого касания до готового изделия - 18 рабочих дней.

Если у вас в проекте есть поверхность, где нужен камень: напишите в личку, пришлю образцы и спеку под ваш объект.

#valonti #богдан #NeroMarquina #NeroMarquina #авторскаямебель #камень #латунь #дизайнинтерьера

Сценарий (Reels, ~45 сек):
0-3с: Богдан входит в кадр - он у большого слэба Nero Marquina, стоит к камере боком. Свет боковой, мастерская. Без музыки.
4-8с: Крупно - его руки ведут по прожилке камня слева направо. Голос Богдана за кадром: «Читаю камень. Эта прожилка - главная. Форма пойдёт от неё».
9-16с: Он кладёт рулетку, отмечает 1200 мм. Маркер на камне. Голос: «1200 на 500. Консоль под раковину. Honed - значит, матовый финиш, ни одного бликующего пятна».
17-25с: Таймлапс распиловки - искры, прямая линия реза. Затем шлифовка по торцу - крупно руки и абразив.
26-35с: Соединение с латунной ножкой PVD brushed. Болтовое крепление снизу - крупно. Голос: «Латунь PVD brushed. Кроет ровно, не желтеет через год».
36-42с: Готовое изделие - консоль стоит у стены. Богдан рядом. Нет наигранности, просто смотрит на камень.
43-45с: Стоп-кадр. Текст: «Nero Marquina / honed / латунь PVD / 18 рабочих дней / образец в личку». Тип аудио: живой звук мастерской + слова Богдана, без фоновой музыки.
В кадре: Богдан / слэб Nero Marquina / мастерская боковой свет / руки на камне / латунная ножка PVD",video,"Богдан держит слэб Nero Marquina у окна мастерской, свет боковой",09.07.2026,
w28-fri-g,28,Пт,G,IG/VK,Reels,ASMR-процесс,Порошковая покраска CIPRIA крупно,«Звук порошковой покраски: слышал?»,охват,план,,SMM,нет,,"Звук порошковой покраски: слышал?

Это нанесение CIPRIA - пудрово-розовый RAL 3015, отклонение по цвету dE не выше 2. Покрытие ложится в камере при 180°C, полимеризация 20 минут.

CIPRIA Drop весна 2026 - палитра Quiet Luxury. 7 моделей: EVELIX S, RAUNTEL L, KUVINO L, TRUBIS S, TRUBIS Oval 160, ONIKS M, VESHAL P. Плюс Made-to-Order под ваш размер.

Готовые модели - на складе Домодедово, MTO зеркала 5-10 рабочих дней.

--> Смотри весь Drop: ссылка в шапке профиля.

#genglass #CIPRIA #QuietLuxury #drop2026 #порошковаяпокраска #RAL3015 #зеркалорозовый #ASMR

Сценарий (Reels, ~22 сек):
0-2с: Тёмный фон. В кадр входит пистолет-распылитель. Камера близко - 30 см от сопла. Тишина 1 секунду.
3-7с: Нажатие - облако порошка CIPRIA. ASMR-звук: шипение сопла + лёгкий свист частиц. Крупно - частицы оседают на металле рамы. Цвет RAL 3015 в пыли - нежно-розовый.
8-12с: Камера отъезжает. Видна рама зеркала RAUNTEL L полностью. Покрытие равномерное. Голос за кадром нет - только звук камеры-линии (шипение затихает).
13-17с: Вход в камеру полимеризации - крупно термометр 180°C. Дверь закрывается. Таймер 20 мин (ускорено до 1 сек).
18-20с: Открытая дверь - готовая рама выходит. Крупно поверхность CIPRIA: гладкая, матовая, чуть шелковистая текстура.
21-22с: Стоп-кадр. Текст: «CIPRIA RAL 3015 / dE≤2 / Drop весна 2026 / 7 моделей». Тип аудио: ASMR живой звук производства, без музыки.
В кадре: рама RAUNTEL L / покрытие CIPRIA RAL 3015 / камера покраски / макро-текстура финиша / свет сверху нейтральный",video,"Распылитель наносит покрытие CIPRIA RAL 3015 на раму зеркала, мелкие частицы в воздухе",10.07.2026,
w28-sat-v,28,Сб,V,IG/VK,карусель,"Деталь, которую не видит заказчик",Стык камень-металл: что внутри соединения,«Заказчик видит шов. Богдан видит другое»,контакты,план,,SMM,нет,,"Заказчик видит шов. Богдан видит другое.

Каждый стык камень-металл в изделиях VALONTI - решение, которое принимается до раскроя, а не после подгонки. Показываем на примере Travertino Navona + латунь PVD brushed.

Если проектируете объект, где стыки будут видны на уровне глаз - пришлите ТЗ в личку. Вышлем спеку узла и образцы материалов.

#valonti #travertino #латунь #PVD #стыккамень #авторскиеизделия #дизайнинтерьера #деталь

Сценарий (карусель, 6 слайдов):
Слайд 1: Макро стыка Travertino Navona и латунной вставки PVD brushed. Шов виден. Надпись: «Деталь, которую не видит заказчик. Но которую видит следующий дизайнер». Подпись: «VALONTI».
Слайд 2: Схема-чертёж (от руки или CAD) стыка в разрезе. Стрелки: «камень 20 мм», «компенсационный зазор 0,3 мм», «скрытый крепёж М6». Надпись: «Зазор 0,3 мм - температурное расширение камня при нагреве. Без него через 2 года - скол на торце».
Слайд 3: Фото - латунная вставка до монтажа. PVD brushed крупно - щётка-текстура. Надпись: «Латунь PVD brushed. Кроет в 5 мкм. Не желтеет, не окисляется от влажности».
Слайд 4: Монтаж - рука Богдана вставляет вставку в паз. Крупно. Надпись: «Паз фрезеруется под конкретную вставку. Допуск - 0,1 мм. Иначе люфт при нагрузке».
Слайд 5: Готовый стык в изделии - пространство, дневной свет. Шов чистый, граница Travertino и латуни чёткая. Надпись: «Travertino Navona + латунь PVD. Отделка honed - матовый камень, чуть тёплый тон».
Слайд 6: Текст на нейтральном фоне: «Проектируете объект с камнем и металлом? Пришлите ТЗ - вышлем спеку узла и образцы». CTA кнопка «написать в личку».
В кадре: стык Travertino Navona / латунь PVD brushed / макро торец / рука Богдана / боковой студийный свет",carousel,"Крупный план стыка Travertino Navona и латуни PVD brushed, шов 0,3 мм",11.07.2026,
w29-mon-g,29,Пн,G,IG/VK,Reels,До/после,ORO: ванная до и после RAUNTEL,«Ванная без зеркала. Ванная с RAUNTEL ORO»,охват,план,,SMM,нет,,"Ванная без зеркала. Ванная с RAUNTEL ORO.

До: плитка, раковина, пустая стена над ней. 80 см пространства без работы.
После: RAUNTEL в покрытии ORO - золотой муар BS002, порошковая покраска. К мрамору и латуни встаёт без поиска: тон BS002 разработан под латунные фурнитуры.

LED 3000K по периметру включается от касания - сенсорный модуль. Потребление 12 Вт.

RAUNTEL ORO в наличии на складе. Доставка Москва 1-3 рабочих дня. Размер L: уточни в описании товара.

--> Посмотреть размеры и заказать: ссылка в шапке профиля.

#genglass #RAUNTEL #OROпалитра #зеркалодляванной #дополатуни #BS002 #LEDзеркало #до_после

Сценарий (Reels, ~28 сек):
0-2с: Статичный кадр - ванная, пустая стена над раковиной. Надпись: «ДО». Холодный дневной свет, никакого тепла в кадре.
3-8с: Монтажник прикладывает зеркало RAUNTEL к стене. Кадр со стороны - видно пропорции: зеркало перекрывает пустую стену полностью.
9-14с: Крепёж. Крупно - анкер в стене, рама RAUNTEL фиксируется. Звук: механический щелчок.
15-19с: Включение LED - рука касается сенсора на торце рамы. Свет 3000K обводит периметр. Ванная меняет температуру освещения - теплеет.
20-24с: Медленный панорамный кадр - RAUNTEL ORO над белой раковиной, латунный кран в кадре слева, мраморная столешница. Покрытие ORO BS002 тянет к латуни визуально.
25-28с: Стоп-кадр. Надпись: «RAUNTEL / ORO BS002 / LED 3000K / склад Домодедово». Тип аудио: тихий ambient, нет слов, нарастающий тёплый тон.
В кадре: RAUNTEL зеркало / ORO муар BS002 / ванная латунь-мрамор / LED 3000K включение / свет тёплый боковой",video,"Зеркало RAUNTEL в покрытии ORO над раковиной, латунный кран, мрамор",13.07.2026,
w29-tue-v,29,Вт,V,IG/VK,Reels макро,Материал крупно,Travertino Navona: поры и тактильность,«Тёплый камень. Смотри на поры крупно»,охват целевой,план,,SMM,нет,,"Тёплый камень. Смотри на поры крупно.

Travertino Navona. Натуральный травертин - пористая структура, тёплые бежево-кремовые тона, живая текстура. Отделка honed: матовый финиш без блеска, поры открыты, рука чувствует рельеф.

Каждый слэб Travertino с разным рисунком пор - нет двух одинаковых. Богдан читает рисунок до раскроя и решает, как пустить прожилку по изделию.

Работаете с жилым проектом или хочется добавить тепло в коммерческий объект? Пришлите ТЗ или запросите образец в личку.

#valonti #travertino #travertinonavona #honed #архитектурныйкамень #тёплыйкамень #авторскоеизделие #дизайнер2026

Сценарий (Reels, ~18 сек):
0-2с: Тёплый тон фона - кремовый. Слэб Travertino Navona в кадре горизонтально. Камера сверху, вертикальный спуск.
3-8с: Макро-движение вдоль поры - камера 5 мм от поверхности, медленный трекинг. Видно: открытые поры 0,5-2 мм, бежево-кремовые слои, тёплые полутени.
9-13с: Рука касается поверхности - пальцы скользят медленно. ASMR: лёгкий шорох кожи о матовый камень.
14-16с: Отдаление - видна часть готового изделия (фрагмент столешницы или подоконника). Форма чистая, шов аккуратный.
17-18с: Текст: «Travertino Navona / honed / VALONTI / образец в личку». Тип аудио: тихий ASMR шорох + низкий ambient.
В кадре: Travertino Navona слэб / отделка honed / макро поры / рука Богдана / тёплый боковой свет 3000K",video,"Макросъёмка поры Travertino Navona, отделка honed, тёплый тон поверхности",14.07.2026,
w29-wed-g,29,Ср,G,IG/VK,карусель,Этот VS тот,BIANCO vs CIPRIA: какой под скандинав?,«BIANCO или CIPRIA? Зависит от одного»,сохранения,план,,SMM,нет,,"BIANCO или CIPRIA? Зависит от одного.

Обе палитры работают в скандинавском интерьере. Но у каждой - конкретная задача. Разобрали в карусели.

Сохрани: поможет, когда будешь финально выбирать под свой ремонт.

--> Посмотреть обе палитры вживую: ссылка в шапке профиля.

#genglass #BIANCO #CIPRIA #скандинавскийинтерьер #выборзеркала #RAL9003 #RAL3015 #сравнениепалитр

Сценарий (карусель, 6 слайдов):
Слайд 1: Два зеркала KUVINO L рядом - левое в BIANCO (RAL 9003, белый), правое в CIPRIA (RAL 3015, пудрово-розовый). Надпись: «BIANCO vs CIPRIA. Не ошибись». Фон нейтральный серо-белый.
Слайд 2: Таблица сравнения. Строки: «Цвет по RAL», «С 2020» vs «Drop весна 2026», «Подходит под», «Температура тона», «LED совместимость». Данные точные из фактуры - без прилагательных.
Слайд 3: Интерьер с BIANCO - белый дуб, льняной текстиль, нейтральные стены. Рамка BIANCO читается как объём без цвета. Надпись: «BIANCO RAL 9003: работает как нейтральный контур. Не добавляет цвет - усиливает форму».
Слайд 4: Интерьер с CIPRIA - те же материалы, но есть розовый акцент в текстиле или керамике. Рамка CIPRIA подхватывает этот тон. Надпись: «CIPRIA RAL 3015 dE≤2: нужен хотя бы один розово-пудровый акцент в интерьере. Без него - рамка будет одна в поле».
Слайд 5: Крупно текстуры обеих рам рядом. Надпись: «Обе - порошковая покраска, 3 слоя, полимеризация 180°C. Разница только в цвете».
Слайд 6: CTA - KUVINO L в обеих палитрах на белом фоне. Надпись: «Хочешь оба образца перед выбором? Напиши в Директ». CTA.
В кадре: KUVINO L / BIANCO RAL 9003 и CIPRIA RAL 3015 / скандинавский интерьер / фронтальный ракурс / дневной свет",carousel,"Два зеркала рядом: KUVINO в BIANCO слева и KUVINO в CIPRIA справа, скандинавский интерьер",15.07.2026,
w29-thu-v,29,Чт,V,IG/VK,длинное,Авторский разбор от Богдана,Богдан: почему оникс не для каждого объекта,«Я отказываю клиентам в ониксе. Вот почему»,доверие,план,,Богдан,нет,,"Я отказываю клиентам в ониксе. Вот почему.

Onyx Miele - самый фотогеничный камень в каталоге. Заходят с запросом «хочу оникс везде» чаще, чем с любым другим.

Я три раза из пяти отказываю. Не из-за цены - из-за условий объекта.

Оникс - хрупкий: структура слоистая, по торцу колется легче плотного мрамора. На горизонтальную нагруженную поверхность - например, кухонный стол с ежедневным трафиком - не ставлю. Скол по торцу при ударе даже лёгкого предмета.

Backlit работает только если за плитой есть 40-80 мм для монтажа источника. Нет технической ниши - нет эффекта. Архитектор должен заложить это в проект до начала отделки.

Где оникс работает правильно: вертикальные панели, барные фасады, ниши с подсветкой, декоративные перегородки с нагрузкой только от собственного веса.

Если у вас похожий объект - напишите в личку, разберём техническое задание и пришлём образец Onyx Miele с backlit-подсветкой.

#valonti #богдан #onyxmiele #backlit #камень #разборматериала #дизайнинтерьера #авторскийподход

Сценарий (Reels, ~50 сек):
0-3с: Богдан стоит у слэба Onyx Miele. Подсветка backlit включена - камень светится. Смотрит на камеру. Говорит: «Три раза из пяти я отказываю в ониксе. Сейчас объясню».
4-12с: Крупно рука по поверхности. Голос: «Камень слоистый, по торцу колется легче плотного мрамора. Горизонтальная нагруженная поверхность - риск скола по кромке».
13-20с: Схема на доске или планшете - разрез стены с нишей 40-80 мм для backlit. Голос: «Backlit требует 40-80 мм за плитой. Если ниши нет в проекте - оникс останется просто красивым камнем без эффекта».
21-32с: Примеры правильного применения - фото панели, ниши, барного фасада. Голос за кадром: «Вертикальные панели, декоративные ниши, барные фасады. Здесь оникс делает то, для чего он нужен».
33-42с: Богдан держит образец Onyx Miele размером 20x20 см против источника света. Прожилки проявляются. «Вот этот эффект. Его стоит делать только там, где он работает на 100%».
43-50с: Финальный кадр - Богдан, без позы. Текст: «Хотите разобрать свой объект? Напишите в личку». Тип аудио: живой звук, голос Богдана без музыкального фона.
В кадре: Богдан / слэб Onyx Miele backlit / мастерская / боковой свет / образец в руке",video,"Богдан у слэба Onyx Miele, боковой свет, видны прожилки через подсветку",16.07.2026,
w29-fri-g,29,Пт,G,IG/VK,Reels,Каталог в кадре,TRUBIS Oval: все размеры в одном кадре,«Сколько людей за столом? Смотри на размер»,охват,план,,SMM,нет,,"Сколько людей за столом? Смотри на размер.

TRUBIS Oval - овальные столы на каннелированных основаниях. Производство Домодедово, сталь + порошковая покраска.

Размерный ряд: Oval 120 см (4 человека), Oval 140 см (6 человек), Oval 160 см (8 человек), Oval 180 см (8-10 человек), Oval 200 см (10-12 человек). Все размеры MTO - 10-15 рабочих дней.

Палитры: NERO (RAL 9005 муар), ORO (BS002 муар), BIANCO (RAL 9003). Made-to-Order под другой RAL - уточняй сроки.

--> Выбери размер и запусти расчёт: ссылка в шапке профиля.

#genglass #TRUBISoval #обеденныйстол #овальныйстол #NEROпалитра #метал #столотпроизводителя #домодедово

Сценарий (Reels, ~30 сек):
0-3с: Вид сверху - три стола TRUBIS Oval 120, 160, 200 стоят в ряд на светлом полу. Кадр широкий. Надпись сверху: «Oval 120 / 160 / 200». Тип аудио: ритмичный сухой бит.
4-9с: Камера опускается к Oval 120. Монтаж за столом - 4 силуэта людей (аутлайн, без лиц). Надпись: «Oval 120 - 4 человека / сталь + NERO / MTO 10-15 дней».
10-15с: Переход к Oval 160. 6 силуэтов. Надпись: «Oval 160 - 6 человек / те же палитры / тот же срок».
16-21с: Переход к Oval 200. 10 силуэтов. Надпись: «Oval 200 - 10-12 человек / для большой столовой».
22-26с: Макро оснований - вертикальные каннелюры крупно. Рука по поверхности. Надпись: «Каннелированные основания - порошковая покраска 3 слоя, 180°C».
27-30с: Стоп-кадр. Таблица размеров: 120/140/160/180/200 см. CTA: «Рассчитай свой - ссылка в шапке». Тип аудио: сухой ритм, конец на паузе.
В кадре: TRUBIS Oval 3 размера / NERO RAL 9005 / вид сверху / каннелированные ноги макро / тёплый боковой свет",video,"Три стола TRUBIS Oval разных размеров в ряд, палитра NERO, вид сверху",17.07.2026,
w29-sat-v,29,Сб,V,IG/VK,карусель,Нестандарт под объект,Как VALONTI делает Bespoke для коммерции,"«Объект нестандартный. Рассказываем, как»",контакты,план,,SMM,нет,,"Объект нестандартный. Рассказываем, как.

Компания или архитектор приходят с задачей, под которую нет готового SKU: нестандартный размер, особый материал, специфические крепления. VALONTI работает в режиме Bespoke - срок 20-90 рабочих дней в зависимости от сложности.

Показываем, как выглядит процесс от ТЗ до отгрузки.

Если у вас коммерческий или жилой объект с нестандартными габаритами - пришлите ТЗ в личку. Богдан даст первичную оценку в течение 2 рабочих дней.

#valonti #bespoke #нестандарт #авторскаямебель #коммерческийинтерьер #NeroMarquina #matteblack #дизайнер2026

Сценарий (карусель, 6 слайдов):
Слайд 1: Фото коммерческого пространства - панель из Nero Marquina и стали matte black в зоне рецепции. Надпись: «Нестандартный объект. Bespoke от VALONTI». Подпись: «Срок 20-90 дней в зависимости от задачи».
Слайд 2: Скетч ТЗ от дизайнера (от руки, на чертёжной бумаге) - план ниши, размеры, материалы. Надпись: «Шаг 1. ТЗ. Размер, материал, крепление, место установки. Богдан изучает за 2 рабочих дня».
Слайд 3: Подбор слэба - два слэба Nero Marquina лежат рядом, Богдан смотрит на рисунок. Надпись: «Шаг 2. Подбор камня. Каждый слэб уникален по рисунку - выбираем вместе с дизайнером под объект».
Слайд 4: Производство - раскрой камня, фрезерование паза под металлическую вставку. Надпись: «Шаг 3. Производство. Раскрой, фрезеровка, монтаж крепежа. Допуск на стык - 0,1 мм».
Слайд 5: Готовое изделие на упаковке перед отгрузкой - Nero Marquina панель в деревянном крейте. Надпись: «Шаг 4. Упаковка и отгрузка. Крейт под каждое изделие. Монтажная схема прилагается».
Слайд 6: Смонтированная панель в пространстве. Надпись: «Bespoke / Nero Marquina + сталь matte black / VALONTI. Запрос ТЗ - в личку». CTA.
В кадре: Nero Marquina панель / сталь matte black / коммерческое пространство / рецепция / боковой свет с правой стороны",carousel,Bespoke панель из Nero Marquina и стали matte black в коммерческом пространстве,18.07.2026,
w30-mon-g,30,Пн,G,IG/VK,Reels,До/после,Прихожая CIPRIA: до и после,«Было лепнина 90-х. Стало CIPRIA»,охват,план,,SMM,нет,,"«Было лепнина 90-х. Стало CIPRIA»

Хозяйка квартиры в Москве попросила одно: «Чтобы прихожая перестала давить».

До - тёмный шкаф, зеркало в золотой рамке из торгового центра, потолок ниже, чем кажется.
После - EVELIX S (104×54 см) в CIPRIA, пудрово-розовый RAL 3015 с допуском dE≤2. Стена не изменилась. Восприятие - полностью.

CIPRIA вышла в Drop весна 2026 как часть линии Quiet Luxury. 7 моделей, In-Stock на складе в Домодедово, отправка 1-3 рабочих дня.

Если прихожая сейчас собирает всё лишнее - смотрите до конца.

Подобрать зеркало под ваш проект - ссылка в профиле.

#GENGLASS #зеркалоCIPRIA #EVELIX #прихожаяDIY #ремонтквартиры #зеркалолофт #Reels #интерьерМосква

Сценарий (Reels, ~25сек):
0-2с: статичный кадр прихожей «до» - тёмная, перегруженная, снято с уровня пола, тусклый свет. Текст на экране: «до».
3-6с: монтаж-вспышка. Пустая белая стена. Рука монтажника раскрывает упаковку - видна матовая пудровая рамка CIPRIA.
7-12с: макро рамки: порошковое покрытие RAL 3015, угол, соединение. Тихий ASMR - пальцы скользят по металлу.
13-18с: кадр «после» - EVELIX S на стене, дневной свет из открытой двери, лаконичная полка, светлый пол. Текст на экране: «CIPRIA, Drop 2026».
19-22с: разворот на 30 градусов вокруг зеркала - отражение пространства.
23-25с: финальный стоп-кадр. Текст: «In-Stock. Склад Домодедово. 1-3 дня». Голос за кадром: «Ссылка в профиле».
Аудио: атмосферный минимал без слов, темп 80-90 bpm.

В кадре: EVELIX S / CIPRIA RAL 3015 / фронт и 30-градусный разворот / дневной боковой свет",video,Прихожая до ремонта и после - зеркало EVELIX S в CIPRIA на фоне белой стены,20.07.2026,
w30-tue-v,30,Вт,V,IG/VK,Reels макро,Материал крупно,Onyx Miele backlit - свет внутри,"«Камень, который светится изнутри»",охват целевой,план,,SMM,нет,,"«Камень, который светится изнутри»

Onyx Miele в отделке backlit - не спецэффект. Это физика камня.

Оникс пропускает свет через толщу 20-25 мм. Медовые и янтарные прожилки каждой плиты - неповторимый рисунок, который виден только при подсветке. Два изделия из одного блока никогда не будут идентичными.

Металл в паре: латунь PVD brushed - поддерживает тёплый регистр без перегрева.

Это authored piece. Каждое изделие проходит через Богдана от выбора блока до сборки.

Для проектов, где свет - часть сценографии пространства.

Образец и спека - в личку.

#VALONTI #OnyxMiele #backlit #камень #дизайнеринтерьера #авторскаямебель #интерьер2026 #материалкрупно

Сценарий (Reels, ~20сек):
0-2с: полная темнота. Медленно появляется подсветка снизу плиты Onyx Miele. Текст на экране: «Onyx Miele. Backlit».
3-7с: макро - прожилки при нарастающем свете. Камера движется по поверхности слева направо, фокус меняется - сначала передний план, потом глубина.
8-12с: взгляд сбоку на толщину плиты 22 мм - видно, как свет проходит насквозь. Рядом - латунный элемент PVD brushed, отблеск.
13-17с: отдаление до уровня изделия целиком. Пространство вокруг тёмное - только камень светится. Текст на экране: «authored piece».
18-20с: стоп-кадр, гаснет свет. Текст: «Образец и спека - в личку». Тишина + один тихий звук выключения света.
Аудио: тихий эмбиент, практически тишина, акцент на визуальном ряду.

В кадре: Onyx Miele плита 22 мм / backlit подсветка / макро прожилки / латунь PVD brushed / тёмный студийный фон",video,Плита Onyx Miele с подсветкой backlit - медовые прожилки светятся на тёмном фоне,21.07.2026,
